"","LOCATION","TIME","HEALTHEXP_PC_GDP","HEALTHEXP_USD_CAP","INFANTMORTALITY","LIFEEXP"
"2004","ZAF",1995,NA,NA,48.2,61.5
"2005","ZAF",1996,NA,NA,49.4,60.7
"2006","ZAF",1997,NA,NA,50.9,59.7
"2007","ZAF",1998,NA,NA,52.2,58.5
"2008","ZAF",1999,NA,NA,53.2,57.2
"2009","ZAF",2000,8.068,622.172,54,55.8
"2010","ZAF",2001,8.315,663.403,54.5,54.6
"2011","ZAF",2002,8.086,675.172,54.7,53.4
"2012","ZAF",2003,8.257,715.216,54.1,52.5
"2013","ZAF",2004,7.927,728.425,52.8,51.9
"2014","ZAF",2005,7.769,765.893,51.5,51.6
"2015","ZAF",2006,7.568,801.415,50,51.6
"2016","ZAF",2007,7.533,851.394,48.6,52
"2017","ZAF",2008,7.747,908.706,46.6,52.6
"2018","ZAF",2009,8.386,962.367,41.1,53.5
"2019","ZAF",2010,8.504,1003.392,38.2,54.4
"2020","ZAF",2011,8.614,1055.093,37.1,55.3
"2021","ZAF",2012,8.795,1104.849,36.8,56.1
"2022","ZAF",2013,8.775,1127.906,35.3,56.7
"2023","ZAF",2014,8.797,1148.873,34.4,57.2
"2024","ZAF",2015,NA,NA,33.6,57.4
